movieId,imdbId,tmdbId,title,genres,year
76,tt0114367,9102.0,Screamers,Action|Sci-Fi|Thriller,1995.0
77,tt0113973,124626.0,Nico Icon,Documentary,1995.0
78,tt0112744,27526.0,"Crossing Guard, The",Action|Crime|Drama|Thriller,1995.0
79,tt0116731,9623.0,"Juror, The",Drama|Thriller,1996.0
80,tt0112445,46785.0,"White Balloon, The (Badkonake sefid)",Children|Drama,1995.0
81,tt0114660,400.0,Things to Do in Denver When You're Dead,Crime|Drama|Romance,1995.0
82,tt0112379,880.0,Antonia's Line (Antonia),Comedy|Drama,1995.0
83,tt0114039,146599.0,Once Upon a Time... When We Were Colored,Drama|Romance,1995.0
85,tt0112365,8447.0,Angels and Insects,Drama|Romance,1995.0
86,tt0118158,10534.0,White Squall,Action|Adventure|Drama,1996.0
87,tt0116151,17414.0,Dunston Checks In,Children|Comedy,1996.0
88,tt0115697,13997.0,Black Sheep,Comedy,1996.0
89,tt0113972,2086.0,Nick of Time,Action|Thriller,1995.0
92,tt0117002,9095.0,Mary Reilly,Drama|Horror|Thriller,1996.0
93,tt0114825,12158.0,Vampire in Brooklyn,Comedy|Horror|Romance,1995.0
94,tt0115639,9283.0,Beautiful Girls,Comedy|Drama|Romance,1996.0
95,tt0115759,9208.0,Broken Arrow,Action|Adventure|Thriller,1996.0
96,tt0113403,40154.0,In the Bleak Midwinter,Comedy|Drama,1995.0
97,tt0113247,406.0,"Hate (Haine, La)",Crime|Drama,1995.0
99,tt0113283,63076.0,Heidi Fleiss: Hollywood Madam,Documentary,1995.0
100,tt0115907,11062.0,City Hall,Drama|Thriller,1996.0
101,tt0115734,13685.0,Bottle Rocket,Adventure|Comedy|Crime|Romance,1996.0
102,tt0117102,47475.0,Mr. Wrong,Comedy,1996.0
103,tt0118040,2045.0,Unforgettable,Mystery|Sci-Fi|Thriller,1996.0
104,tt0116483,9614.0,Happy Gilmore,Comedy,1996.0
105,tt0112579,688.0,"Bridges of Madison County, The",Drama|Romance,1995.0
106,tt0110251,11907.0,Nobody Loves Me (Keiner liebt mich),Comedy|Drama,1994.0
107,tt0117110,10874.0,Muppet Treasure Island,Adventure|Children|Comedy|Musical,1996.0
108,tt0112646,89333.0,Catwalk,Documentary,1996.0
110,tt0112573,197.0,Braveheart,Action|Drama|War,1995.0
111,tt0075314,103.0,Taxi Driver,Crime|Drama|Thriller,1976.0
112,tt0113326,33542.0,Rumble in the Bronx (Hont faan kui),Action|Adventure|Comedy|Crime,1995.0
113,tt0115645,43566.0,Before and After,Drama|Mystery,1996.0
116,tt0112373,51352.0,Anne Frank Remembered,Documentary,1995.0
117,tt0115033,16934.0,"Young Poisoner's Handbook, The",Crime|Drama,1995.0
118,tt0116606,10324.0,If Lucy Fell,Comedy|Romance,1996.0
119,tt0114536,78406.0,"Steal Big, Steal Little",Comedy,1995.0
121,tt0106473,32119.0,"Boys of St. Vincent, The",Drama,1992.0
122,tt0103859,11066.0,Boomerang,Comedy|Romance,1992.0
123,tt0109424,11104.0,Chungking Express (Chung Hing sam lam),Drama|Mystery|Romance,1994.0
125,tt0116324,2074.0,Flirting With Disaster,Comedy,1996.0
126,tt0110647,27793.0,"NeverEnding Story III, The",Adventure|Children|Fantasy,1994.0
128,tt0110217,290157.0,Jupiter's Wife,Documentary,1994.0
129,tt0114131,110972.0,Pie in the Sky,Comedy|Romance,1996.0
132,tt0113451,11863.0,Jade,Thriller,1995.0
135,tt0116130,9101.0,Down Periscope,Comedy,1996.0
137,tt0113756,5757.0,Man of the Year,Documentary,1995.0
140,tt0118055,9302.0,Up Close and Personal,Drama|Romance,1996.0
141,tt0115685,11000.0,"Birdcage, The",Comedy,1996.0
144,tt0112585,16388.0,"Brothers McMullen, The",Comedy,1995.0
145,tt0112442,9737.0,Bad Boys,Action|Comedy|Crime|Drama|Thriller,1995.0
146,tt0112342,30765.0,"Amazing Panda Adventure, The",Adventure|Children,1995.0
147,tt0112461,10474.0,"Basketball Diaries, The",Drama,1995.0
148,tt0112427,22279.0,"Awfully Big Adventure, An",Drama,1995.0
149,tt0109093,30157.0,Amateur,Crime|Drama|Thriller,1994.0
150,tt0112384,568.0,Apollo 13,Adventure|Drama|IMAX,1995.0
151,tt0114287,11780.0,Rob Roy,Action|Drama|Romance|War,1995.0
152,tt0112288,34996.0,"Addiction, The",Drama|Horror,1995.0
153,tt0112462,414.0,Batman Forever,Action|Adventure|Comedy|Crime,1995.0
154,tt0061395,649.0,Beauty of the Day (Belle de jour),Drama,1967.0
155,tt0112495,1873.0,Beyond Rangoon,Adventure|Drama|War,1995.0
156,tt0112541,5894.0,Blue in the Face,Comedy|Drama,1995.0
157,tt0109370,1775.0,Canadian Bacon,Comedy|War,1995.0
158,tt0112642,8839.0,Casper,Adventure|Children,1995.0
159,tt0112688,20649.0,Clockers,Crime|Drama|Mystery,1995.0
160,tt0112715,10329.0,Congo,Action|Adventure|Mystery|Sci-Fi,1995.0
161,tt0112740,8963.0,Crimson Tide,Drama|Thriller|War,1995.0
162,tt0109508,26564.0,Crumb,Documentary,1994.0
163,tt0112851,8068.0,Desperado,Action|Romance|Western,1995.0
164,tt0112857,8512.0,Devil in a Blue Dress,Crime|Film-Noir|Mystery|Thriller,1995.0
165,tt0112864,1572.0,Die Hard: With a Vengeance,Action|Crime|Thriller,1995.0
166,tt0112887,13552.0,"Doom Generation, The",Comedy|Crime|Drama,1995.0
168,tt0113071,6520.0,First Knight,Action|Drama|Romance,1995.0
169,tt0113114,9073.0,Free Willy 2: The Adventure Home,Adventure|Children|Drama,1995.0
170,tt0113243,10428.0,Hackers,Action|Adventure|Crime|Thriller,1995.0
171,tt0113464,17447.0,Jeffrey,Comedy|Drama,1995.0
172,tt0113481,9886.0,Johnny Mnemonic,Action|Sci-Fi|Thriller,1995.0
173,tt0113492,9482.0,Judge Dredd,Action|Crime|Sci-Fi,1995.0
174,tt0113500,19326.0,Jury Duty,Comedy,1995.0
175,tt0113540,9344.0,Kids,Drama,1995.0
176,tt0113677,9071.0,Living in Oblivion,Comedy,1995.0
177,tt0113690,8973.0,Lord of Illusions,Horror,1995.0
178,tt0107447,15730.0,Love & Human Remains,Comedy|Drama,1993.0
179,tt0113729,47608.0,Mad Love,Drama|Romance,1995.0
180,tt0113749,2293.0,Mallrats,Comedy|Romance,1995.0
181,tt0113820,9070.0,Mighty Morphin Power Rangers: The Movie,Action|Children,1995.0
183,tt0110604,48787.0,Mute Witness,Comedy|Horror|Thriller,1994.0
184,tt0110620,34574.0,Nadja,Drama,1994.0
185,tt0113957,1642.0,"Net, The",Action|Crime|Thriller,1995.0
186,tt0113986,11472.0,Nine Months,Comedy|Romance,1995.0
187,tt0114095,36196.0,Party Girl,Comedy,1995.0
188,tt0114194,11980.0,"Prophecy, The",Fantasy|Horror|Mystery,1995.0
189,tt0114241,58372.0,Reckless,Comedy|Fantasy,1995.0
190,tt0114323,32646.0,Safe,Thriller,1995.0
191,tt0114345,10533.0,"Scarlet Letter, The",Drama|Romance,1995.0
193,tt0114436,10802.0,Showgirls,Drama,1995.0
194,tt0114478,10149.0,Smoke,Comedy|Drama,1995.0
195,tt0114496,18402.0,Something to Talk About,Comedy|Drama|Romance,1995.0
196,tt0114508,9348.0,Species,Horror|Sci-Fi,1995.0
198,tt0114558,281.0,Strange Days,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995.0
199,tt0058450,5967.0,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",Drama|Musical|Romance,1964.0
201,tt0114663,47939.0,Three Wishes,Drama|Fantasy,1995.0
202,tt0114702,36834.0,Total Eclipse,Drama|Romance,1995.0
203,tt0114682,9090.0,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,1995.0
204,tt0114781,3512.0,Under Siege 2: Dark Territory,Action,1995.0
205,tt0114798,52856.0,Unstrung Heroes,Comedy|Drama,1995.0
206,tt0114805,77350.0,Unzipped,Documentary,1995.0
207,tt0114887,9560.0,"Walk in the Clouds, A",Drama|Romance,1995.0
208,tt0114898,9804.0,Waterworld,Action|Adventure|Sci-Fi,1995.0
209,tt0114928,31611.0,White Man's Burden,Drama,1995.0
210,tt0114938,65796.0,Wild Bill,Western,1995.0
211,tt0109340,49805.0,"Browning Version, The",Drama,1994.0
212,tt0112602,26258.0,Bushwhacked,Adventure|Comedy|Crime|Mystery,1995.0
213,tt0111579,50797.0,Burnt by the Sun (Utomlyonnye solntsem),Drama,1994.0
214,tt0110882,19155.0,Before the Rain (Pred dozhdot),Drama|War,1994.0
215,tt0112471,76.0,Before Sunrise,Drama|Romance,1995.0
216,tt0112508,11017.0,Billy Madison,Comedy,1995.0
217,tt0112438,37141.0,"Babysitter, The",Drama|Thriller,1995.0
218,tt0112571,9382.0,Boys on the Side,Comedy|Drama,1995.0
219,tt0112757,6715.0,"Cure, The",Drama,1995.0
220,tt0112643,18256.0,Castle Freak,Horror,1995.0
222,tt0112679,22625.0,Circle of Friends,Drama|Romance,1995.0
223,tt0109445,2292.0,Clerks,Comedy,1994.0
224,tt0112883,1909.0,Don Juan DeMarco,Comedy|Drama|Romance,1995.0
225,tt0109635,8984.0,Disclosure,Drama|Thriller,1994.0
227,tt0109676,4954.0,Drop Zone,Action|Thriller,1994.0
228,tt0112854,62488.0,Destiny Turns on the Radio,Comedy,1995.0
229,tt0109579,10531.0,Death and the Maiden,Drama|Thriller,1994.0
230,tt0109642,11929.0,Dolores Claiborne,Drama|Thriller,1995.0
231,tt0109686,8467.0,Dumb & Dumber (Dumb and Dumber),Adventure|Comedy,1994.0
232,tt0111797,10451.0,Eat Drink Man Woman (Yin shi nan nu),Comedy|Drama|Romance,1994.0
233,tt0109759,20156.0,Exotica,Drama,1994.0
234,tt0109758,18395.0,Exit to Eden,Comedy,1994.0
235,tt0109707,522.0,Ed Wood,Comedy|Drama,1994.0
236,tt0113117,397.0,French Kiss,Action|Comedy|Romance,1995.0
237,tt0113097,10525.0,Forget Paris,Comedy|Romance,1995.0
238,tt0113028,27985.0,Far From Home: The Adventures of Yellow Dog,Adventure|Children,1995.0
239,tt0113198,15789.0,"Goofy Movie, A",Animation|Children|Comedy|Romance,1995.0
240,tt0113303,27303.0,Hideaway,Thriller,1995.0
241,tt0113089,21183.0,Fluke,Children|Drama,1995.0
242,tt0109771,10954.0,Farinelli: il castrato,Drama|Musical,1994.0
243,tt0113199,47867.0,Gordy,Children|Comedy|Fantasy,1995.0
246,tt0110057,14275.0,Hoop Dreams,Documentary,1994.0
247,tt0110005,1024.0,Heavenly Creatures,Crime|Drama,1994.0
248,tt0110066,17207.0,Houseguest,Comedy,1994.0
249,tt0110116,13701.0,Immortal Beloved,Drama|Romance,1994.0
250,tt0110006,14819.0,Heavyweights (Heavy Weights),Children|Comedy,1995.0
251,tt0113360,32631.0,"Hunted, The",Action,1995.0
252,tt0110099,11777.0,I.Q.,Comedy|Romance,1994.0
253,tt0110148,628.0,Interview with the Vampire: The Vampire Chronicles,Drama|Horror,1994.0
254,tt0113463,87729.0,Jefferson in Paris,Drama,1995.0
255,tt0110189,18713.0,"Jerky Boys, The",Comedy,1995.0
256,tt0110216,6280.0,Junior,Comedy|Sci-Fi,1994.0
257,tt0113501,9061.0,Just Cause,Mystery|Thriller,1995.0
258,tt0113538,37108.0,"Kid in King Arthur's Court, A",Adventure|Children|Comedy|Fantasy|Romance,1995.0
259,tt0113552,6071.0,Kiss of Death,Crime|Drama|Thriller,1995.0
260,tt0076759,11.0,Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi,1977.0
261,tt0110367,9587.0,Little Women,Drama,1994.0
262,tt0113670,19101.0,"Little Princess, A",Children|Drama,1995.0
263,tt0110296,49980.0,Ladybird Ladybird,Drama,1994.0
265,tt0103994,18183.0,Like Water for Chocolate (Como agua para chocolate),Drama|Fantasy|Romance,1992.0
266,tt0110322,4476.0,Legends of the Fall,Drama|Romance|War|Western,1994.0
267,tt0110443,11008.0,Major Payne,Comedy,1995.0
269,tt0107566,32325.0,My Crazy Life (Mi vida loca),Drama,1993.0
270,tt0110391,43742.0,Love Affair,Drama|Romance,1994.0
271,tt0113691,28313.0,Losing Isaiah,Drama,1995.0
272,tt0110428,11318.0,"Madness of King George, The",Comedy|Drama,1994.0
273,tt0109836,3036.0,Mary Shelley's Frankenstein (Frankenstein),Drama|Horror|Sci-Fi,1994.0
274,tt0113755,40490.0,Man of the House,Comedy,1995.0
275,tt0110538,24070.0,Mixed Nuts,Comedy,1994.0
276,tt0110516,8986.0,Milk Money,Comedy|Romance,1994.0
277,tt0110527,10510.0,Miracle on 34th Street,Drama,1994.0
278,tt0113808,17402.0,Miami Rhapsody,Comedy,1995.0
279,tt0113896,38722.0,My Family,Drama,1995.0
280,tt0113870,8438.0,Murder in the First,Drama|Thriller,1995.0
281,tt0110684,11593.0,Nobody's Fool,Comedy|Drama|Romance,1994.0
282,tt0110638,1945.0,Nell,Drama,1994.0
283,tt0113967,39310.0,New Jersey Drive,Crime|Drama,1995.0
284,tt0117169,109560.0,New York Cop (Nyû Yôku no koppu),Action|Crime,1993.0
285,tt0106402,56428.0,Beyond Bedlam,Drama|Horror,1993.0
287,tt0110671,131957.0,Nina Takes a Lover,Comedy|Romance,1994.0
288,tt0110632,241.0,Natural Born Killers,Action|Crime|Thriller,1994.0
289,tt0110737,9058.0,Only You,Comedy|Romance,1994.0
290,tt0110729,527.0,Once Were Warriors,Crime|Drama,1994.0
291,tt0114151,18220.0,Poison Ivy II,Drama|Thriller,1996.0
292,tt0114069,6950.0,Outbreak,Action|Drama|Sci-Fi|Thriller,1995.0
293,tt0110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon),Action|Crime|Drama|Thriller,1994.0
294,tt0114113,63020.0,"Perez Family, The",Comedy|Romance,1995.0
295,tt0114210,2307.0,"Pyromaniac's Love Story, A",Comedy|Romance,1995.0
296,tt0110912,680.0,Pulp Fiction,Comedy|Crime|Drama|Thriller,1994.0
298,tt0105652,25296.0,Pushing Hands (Tui shou),Drama,1992.0
299,tt0110889,40156.0,Priest,Drama,1994.0
300,tt0110932,11450.0,Quiz Show,Drama,1994.0
301,tt0114129,30304.0,Picture Bride (Bijo photo),Drama|Romance,1994.0
302,tt0110963,10452.0,"Queen Margot (Reine Margot, La)",Drama|Romance,1994.0
303,tt0114214,12106.0,"Quick and the Dead, The",Action|Thriller|Western,1995.0
304,tt0114296,161495.0,Roommates,Comedy|Drama,1995.0
305,tt0110907,3586.0,Ready to Wear (Pret-A-Porter),Comedy,1994.0
306,tt0111495,110.0,Three Colors: Red (Trois couleurs: Rouge),Drama,1994.0
307,tt0108394,108.0,Three Colors: Blue (Trois couleurs: Bleu),Drama,1993.0
308,tt0111507,109.0,Three Colors: White (Trzy kolory: Bialy),Comedy|Drama,1994.0
310,tt0114268,36357.0,Rent-a-Kid,Comedy,1995.0
311,tt0110965,92769.0,Relative Fear,Horror|Thriller,1994.0
312,tt0114571,28033.0,Stuart Saves His Family,Comedy,1995.0
313,tt0111333,22586.0,"Swan Princess, The",Animation|Children,1994.0
314,tt0111112,14334.0,"Secret of Roan Inish, The",Children|Drama|Fantasy|Mystery,1994.0
315,tt0111255,2636.0,"Specialist, The",Action|Drama|Thriller,1994.0
316,tt0111282,2164.0,Stargate,Action|Adventure|Sci-Fi,1994.0
317,tt0111070,11395.0,"Santa Clause, The",Comedy|Drama|Fantasy,1994.0
318,tt0111161,278.0,"Shawshank Redemption, The",Crime|Drama,1994.0
319,tt0111149,9905.0,Shallow Grave,Comedy|Drama|Thriller,1994.0
320,tt0108260,87078.0,Suture,Film-Noir|Thriller,1993.0
321,tt0106966,12527.0,Strawberry and Chocolate (Fresa y chocolate),Drama,1993.0
322,tt0114594,20306.0,Swimming with Sharks,Comedy|Drama,1995.0
324,tt0111309,36614.0,"Sum of Us, The",Comedy|Drama,1994.0
325,tt0113936,27993.0,National Lampoon's Senior Trip,Comedy,1995.0
326,tt0110081,31439.0,To Live (Huozhe),Drama,1994.0
327,tt0114614,9067.0,Tank Girl,Action|Comedy|Sci-Fi,1995.0
328,tt0114608,9059.0,Tales from the Crypt Presents: Demon Knight,Horror|Thriller,1995.0
329,tt0111280,193.0,Star Trek: Generations,Adventure|Drama|Sci-Fi,1994.0
330,tt0114609,25066.0,Tales from the Hood,Action|Crime|Horror,1995.0
331,tt0111454,46797.0,Tom & Viv,Drama,1994.0
332,tt0114852,12122.0,Village of the Damned,Horror|Sci-Fi,1995.0
333,tt0114694,11381.0,Tommy Boy,Comedy,1995.0
334,tt0111590,32636.0,Vanya on 42nd Street,Drama,1994.0
335,tt0114788,36141.0,Underneath,Mystery|Thriller,1995.0
336,tt0114888,95963.0,"Walking Dead, The",Drama|War,1995.0
337,tt0108550,1587.0,What's Eating Gilbert Grape,Drama,1993.0
338,tt0114857,9271.0,Virtuosity,Action|Sci-Fi|Thriller,1995.0
339,tt0114924,2064.0,While You Were Sleeping,Comedy|Romance,1995.0
340,tt0111667,19855.0,"War, The",Adventure|Drama|War,1994.0
341,tt0109655,60855.0,Double Happiness,Drama,1994.0
342,tt0110598,236.0,Muriel's Wedding,Comedy,1994.0
343,tt0112435,48287.0,"Baby-Sitters Club, The",Children,1995.0
344,tt0109040,3049.0,Ace Ventura: Pet Detective,Comedy,1994.0
345,tt0109045,2759.0,"Adventures of Priscilla, Queen of the Desert, The",Comedy|Drama,1994.0
346,tt0106339,12635.0,Backbeat,Drama|Musical,1993.0
347,tt0104779,10497.0,Bitter Moon,Drama|Film-Noir|Romance,1992.0
348,tt0109348,11382.0,Bullets Over Broadway,Comedy,1994.0
349,tt0109444,9331.0,Clear and Present Danger,Action|Crime|Drama|Thriller,1994.0
350,tt0109446,10731.0,"Client, The",Drama|Mystery|Thriller,1994.0
351,tt0109484,10464.0,"Corrina, Corrina",Comedy|Drama|Romance,1994.0
352,tt0109504,34152.0,Crooklyn,Comedy|Drama,1994.0
353,tt0109506,9495.0,"Crow, The",Action|Crime|Fantasy|Thriller,1994.0
354,tt0109450,29973.0,Cobb,Drama,1994.0
355,tt0109813,888.0,"Flintstones, The",Children|Comedy|Fantasy,1994.0
356,tt0109830,13.0,Forrest Gump,Comedy|Drama|Romance|War,1994.0
357,tt0109831,712.0,Four Weddings and a Funeral,Comedy|Romance,1994.0
358,tt0113305,16295.0,Higher Learning,Drama,1995.0
359,tt0110091,48992.0,I Like It Like That,Comedy|Drama|Romance,1994.0
360,tt0110093,10879.0,I Love Trouble,Action|Comedy,1994.0
361,tt0110167,10660.0,It Could Happen to You,Comedy|Drama|Romance,1994.0
362,tt0110213,10714.0,"Jungle Book, The",Adventure|Children|Romance,1994.0
363,tt0107472,41647.0,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)",Documentary,1993.0
364,tt0110357,8587.0,"Lion King, The",Adventure|Animation|Children|Drama|Musical|IMAX,1994.0
365,tt0107426,1689.0,Little Buddha,Drama,1993.0
366,tt0111686,11596.0,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",Drama|Horror|Mystery|Thriller,1994.0
367,tt0110475,854.0,"Mask, The",Action|Comedy|Crime|Fantasy,1994.0
368,tt0110478,9359.0,Maverick,Adventure|Comedy|Western,1994.0
369,tt0110588,23333.0,Mrs. Parker and the Vicious Circle,Drama,1994.0
370,tt0110622,36593.0,Naked Gun 33 1/3: The Final Insult,Action|Comedy,1994.0
371,tt0110771,12280.0,"Paper, The",Comedy|Drama,1994.0
372,tt0110950,2788.0,Reality Bites,Comedy|Drama|Romance,1994.0
373,tt0105226,10427.0,Red Rock West,Thriller,1992.0
374,tt0110989,11011.0,Richie Rich,Children|Comedy,1994.0
376,tt0110997,8987.0,"River Wild, The",Action|Thriller,1994.0
377,tt0111257,1637.0,Speed,Action|Romance|Thriller,1994.0
378,tt0111256,15128.0,Speechless,Comedy|Romance,1994.0
379,tt0111438,8831.0,Timecop,Action|Sci-Fi|Thriller,1994.0
380,tt0111503,36955.0,True Lies,Action|Adventure|Comedy|Romance|Thriller,1994.0
381,tt0111693,10449.0,When a Man Loves a Woman,Drama|Romance,1994.0
382,tt0111742,10395.0,Wolf,Drama|Horror|Romance|Thriller,1994.0
383,tt0111756,12160.0,Wyatt Earp,Western,1994.0
384,tt0112443,40480.0,Bad Company,Action|Crime|Drama,1995.0
385,tt0110455,52038.0,"Man of No Importance, A",Drama,1994.0
386,tt0111048,29444.0,S.F.W.,Drama,1994.0
387,tt0110399,26352.0,"Low Down Dirty Shame, A",Action|Comedy,1994.0
388,tt0112570,39953.0,Boys Life,Drama,1995.0
389,tt0109454,41580.0,"Colonel Chabert, Le",Drama|Romance|War,1994.0
390,tt0059170,315.0,Faster Pussycat! Kill! Kill!,Action|Crime|Drama,1965.0
391,tt0110186,22067.0,Jason's Lyric,Crime|Drama,1994.0
393,tt0111301,11667.0,Street Fighter,Action|Adventure|Fantasy,1994.0
405,tt0110027,8011.0,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),Action|Fantasy,1994.0
406,tt0109785,171857.0,Federal Hill,Drama,1994.0
407,tt0113409,2654.0,In the Mouth of Madness,Horror|Thriller,1995.0
408,tt0109021,18069.0,8 Seconds,Drama,1994.0
409,tt0109035,19092.0,Above the Rim,Crime|Drama,1994.0
410,tt0106220,2758.0,Addams Family Values,Children|Comedy|Fantasy,1993.0
412,tt0106226,10436.0,"Age of Innocence, The",Drama,1993.0
413,tt0109068,13595.0,Airheads,Comedy,1994.0
414,tt0109067,46094.0,"Air Up There, The",Comedy,1994.0
415,tt0106292,9409.0,Another Stakeout,Comedy|Thriller,1993.0
416,tt0109198,11853.0,Bad Girls,Western,1994.0
417,tt0109219,16771.0,Barcelona,Comedy|Romance,1994.0
418,tt0106379,46924.0,Being Human,Drama,1993.0
419,tt0106400,11041.0,"Beverly Hillbillies, The",Comedy,1993.0
420,tt0109254,306.0,Beverly Hills Cop III,Action|Comedy|Crime|Thriller,1994.0
421,tt0109279,14522.0,Black Beauty,Adventure|Children|Drama,1994.0
422,tt0109297,26203.0,Blink,Thriller,1994.0
423,tt0109303,178.0,Blown Away,Action|Thriller,1994.0
424,tt0109305,19819.0,Blue Chips,Drama,1994.0
425,tt0109306,57834.0,Blue Sky,Drama|Romance,1994.0
426,tt0106452,4722.0,Body Snatchers,Horror|Sci-Fi|Thriller,1993.0
427,tt0106471,18215.0,Boxing Helena,Drama|Mystery|Romance|Thriller,1993.0
428,tt0106489,1607.0,"Bronx Tale, A",Drama,1993.0
429,tt0109361,26391.0,Cabin Boy,Comedy,1994.0
430,tt0106505,117553.0,Calendar Girl,Comedy|Drama,1993.0
431,tt0106519,6075.0,Carlito's Way,Crime|Drama,1993.0
